id,case_id,title,source,url,date,snippet,block,narrative_stage,source_type_scale,article_tone,situation_presentation,forecast_presence,forecast_type,forecast_detail_level,hash
nn_ru_120,nornickel,Пятилетка Потанина: что помогло главе «Норникеля» вернуться на вершину списка Forbes,Forbes.ru,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQYTlNYnVHOWdoaFk2Z3JDNkVXT0M3dHFVWUtEc2FJXzl4MnlwRUc5OWF3WDU1V1c1M2w1UlNhVTJXRnJBSXRseHYxbDZQUDhjUE9laE50dmd1RFdLYkNiOFp0U1A0WGF2dWlMX3pnTEJmUDdhMkprcnZCMjFfRHplZ0FuWGJCN1dmUkVnMi1vbXA4V0JROVBqMXlzVm51WG9UdGNVcWZJMS1EaFVYZXk3YnZyV0NBWHVTN1RN?oc=5,2026-03-18,Пятилетка Потанина: что помогло главе «Норникеля» вернуться на вершину списка Forbes&nbsp;&nbsp;Forbes.ru,russian,N4,0.5,informational,neutral,False,,,4d0a6d35d5fc
nn_ru_056,nornickel,Директор ТЭЦ-3 дал показания следователям,TASS,https://example.com/article/56,2020-06-05,"Директор ТЭЦ-3 в Норильске дал показания следователям. Он утверждает, что не знал о проблемах с резервуаром.",russian,N2,0.5,informational,neutral,False,,,b056670e86fd
nn_ru_022,nornickel,Топливо из Норильска достигло реки Дудыпты,Interfax,https://www.interfax.ru/russia/709789,2020-06-06,"Дизельное топливо, разлитое в Норильске, достигло реки Дудыпты. Экологи предупреждают о возможном загрязнении Карского моря.",russian,N1,0.5,informational,neutral,False,,,164c337bbcbb
nn_ru_165,nornickel,"Норильск – город, где люди гуляют по промышленным отходам и дышат диоксидом серы",9111.ru,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9QOHd0bkNCcWI4ZGs1TWdCd1BpZ2FWSjBQV2l2aXpLdlpaMGJzYlNubUhWM3VwS2Via0dWODlKR0lDWjJhUkJHWTI1T3FodFlQSUpaY3RHN3gtYXBa?oc=5,2026-03-18,"Норильск – город, где люди гуляют по промышленным отходам и дышат диоксидом серы&nbsp;&nbsp;9111.ru",russian,N1,0.5,informational,neutral,False,,,2efa62e31d37
nn_ru_068,nornickel,Министр природных ресурсов доложил Путину,RIA Novosti,https://example.com/article/68,2020-06-09,Министр природных ресурсов Дмитрий Кобылкин доложил президенту о ходе работ по ликвидации последствий разлива.,russian,N3,0.5,informational,neutral,False,,,51dc6149d1e3
nn_ru_118,nornickel,Война за никель: почему Дерипаска судится с Потаниным по всему миру,Forbes.ru,https://news.google.com/rss/articles/CBMivgFBVV95cUxQRHpsUk9WSEhLNWw3LTJSVk5fQmRHNFBBRVhtakN2UGtwcldkbEw2eWJXUExTMmZ2cWhvdmFtU1JNMUllM1A0N2xtNUdEb2p0eU4weWp3ckxKemhrYlF0RjFZUG4yX250UFVFOHBsbXNYTHNzWXR2enh0WFZvUUxlRndESVNZSTJaTWx0MkF2cE82MWhfZ3pnSk45b3F6Z25xTmM4Y1BFNHEwWnZaRGtQTHI1b2ZCZTlVR29Sam5B?oc=5,2026-03-18,Война за никель: почему Дерипаска судится с Потаниным по всему миру&nbsp;&nbsp;Forbes.ru,russian,N4,0.5,informational,neutral,False,,,384bc4027805
nn_ru_158,nornickel,"Столп надзора. За чей счет глава Росприроднадзора Светлана Радионова летала в Норильск? И не она ли в свое время дала разрешение на хранение топлива в резервуаре, поставленном на ремонт?",Новая газета,https://news.google.com/rss/articles/CBMicEFVX3lxTE9rT3FpLWRCM2tkV3ZmVU00cGpqbWlwS3B4SS1TZGpQTzZZeHBsekZrSFdNV1B1U3VZRkJqTnlaZHBHaGZOZXRZWmZQV096ZTc5anhnQ2diODd3T2pteUlmZWZiYndFMlJnWTVIWFJma18?oc=5,2026-03-18,"Столп надзора. За чей счет глава Росприроднадзора Светлана Радионова летала в Норильск? И не она ли в свое время дала разрешение на хранение топлива в резервуаре, поставленном на ремонт?&nbsp;&nbsp;Новая газета",russian,N5,0.5,positive,neutral,False,,,682e765dd91f
nn_ru_182,nornickel,Экологический счет к Норникелю: ужасный конец или ужас без конца?,Интерфакс,https://news.google.com/rss/articles/CBMiUEFVX3lxTFBmeHR5enY5OUZoajMwck4wTmxDMlR4ajZJRGxGNnZ6WjNkOE85S2RSdnlyMEs3UVhHdWhObGZ2NkY1My1KSVZKNFlUT3FrUkhD0gFKQVVfeXFMTjhMVnUtX1RNSU03ZDZVOTJrYm1rSnIwODVtb29MdUl5Q0M3a0JVUnA3Rkw0dDEzLVFwbzExY0pzdFp4bnl0TEpsd1E?oc=5,2026-03-18,Экологический счет к Норникелю: ужасный конец или ужас без конца?&nbsp;&nbsp;Интерфакс,russian,N1,0.5,informational,neutral,False,,,6cde58dcdc6d
nn_ru_166,nornickel,146 млрд рублей на четверых: АО «НТЭК» взыскивает ущерб с виновников разлива нефти в Норильске,Запад24,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQdkJsOTc0Z0lWWl90TG0wLXF1NWtkaEE2bGpTTUxFSU5qUnlPZ1dFUlE1OU5yNGVEdEc0c1pvS0NKck9vT1JjN2R2RFBpclNpeXF2X1NjY2E5NWxmc0xoVlJEcjEzeXVWSEljVDRrSzBzSHFYRHpkdHh1NVZVenprSTI5UzZjQXgweDN3blpDQ1RxYzZsMWczX0tGZ0VhcDBZc2JiVW43cFhtb2J0RzJSTlVmMmk0cXRLYlVLNzhhZmNHcnJ1N0hvRw?oc=5,2026-03-18,146 млрд рублей на четверых: АО «НТЭК» взыскивает ущерб с виновников разлива нефти в Норильске&nbsp;&nbsp;Запад24,russian,N1,0.5,informational,neutral,False,,,766081c177bd
nn_ru_059,nornickel,Назначены экспертизы по делу о разливе,Kommersant,https://example.com/article/59,2020-06-10,По уголовному делу о разливе топлива назначены экологическая и строительно-техническая экспертизы.,russian,N2,0.5,informational,neutral,False,,,c73e034b9213
nn_ru_191,nornickel,Катастрофа в Норильске может привести к суду Росприроднадзора и «Норникеля»,Ведомости,https://news.google.com/rss/articles/CBMihwFBVV95cUxOU05NQS12OXJJOGJ6Mk5hc19GTTNFeV9yWFdWZ3Zqcl9KR0pkZ3hramxjeFFKNTgxTU1zN1pzS255bDZLOTJpbXZlVnltck1lVVlTVWkyb09LN0NmOE9XaHNBZVVOa3ZfR0tsakFwREtnU3hRcUVoSnhxZ2o0cmtxY0VMLU9ORnM?oc=5,2026-03-18,Катастрофа в Норильске может привести к суду Росприроднадзора и «Норникеля»&nbsp;&nbsp;Ведомости,russian,N5,0.5,informational,neutral,True,negative,general,d7d255e2ec34
nn_ru_057,nornickel,Проведена проверка проектной документации резервуара,Interfax,https://example.com/article/57,2020-06-06,"Следствие проверяет проектную документацию разрушившегося резервуара. Возможно, были нарушения при его строительстве.",russian,N2,0.5,informational,neutral,False,,,ea780043bdbc
nn_ru_075,nornickel,Интеррос поддерживает Потанина,TASS,https://example.com/article/75,2020-06-13,Интеррос подтвердил поддержку Владимира Потанина в вопросах управления Норникелем.,russian,N4,0.5,informational,neutral,False,,,e0fbb2a3ef6c
nn_ru_184,nornickel,"Невосполнимо!. Экологический ущерб от разлива мазута в Керченском проливе составил 84,9 млрд рублей. Но платить эти деньги, вероятно, никто не будет — Новая Газета",Новая газета,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE40cEtkeU9JSURIc25PX0FmY29xX3lyZDB2U3NkSWxVSXRMNEVzaGZvZkJKYW04UWxvMFphbEduSlZMTjlOMGhnYUxBTXQxUDV5YUJPbExSOGpIMktOMUR3djN1b3MycE3SAWxBVV95cUxNdHNuX0w1WUdYOFVLbFdYbjc1S0p6NEdfR1FsY1FBNTh4N3dCYzBsRUxiQkpUcUdxeEdjMUhHbkZGR1kyS3dUa08waTlPSnlHNUtkWjhpajM1SGpEMzB2QmdIWm1ENzlQN0dTdG8?oc=5,2026-03-18,"Невосполнимо!. Экологический ущерб от разлива мазута в Керченском проливе составил 84,9 млрд рублей. Но платить эти деньги, вероятно, никто не будет — Новая Газета&nbsp;&nbsp;Новая газета",russian,N1,0.5,informational,neutral,False,,,b4432080b89e
nn_ru_108,nornickel,«Национальный чемпион». Зачем «Норникель» и UC Rusal хотят объединить активы,RTVI,https://news.google.com/rss/articles/CBMingFBVV95cUxOdUhxNHdFYlNla3lqaVRiTGNkMFN4cjdsdFRkd3pQaldhVXN4eFc1bnB6WWI5NUpDdXVudnlWbEVQVFp4T0JkUllxemx3NjBHV19vOTVqLUphSlA5UGJlOG9aV0EyVHlsdTRLdUNIMmRRaXBKRmtQWnhKaVhKejJSQ3A2Yk1sNUxLWTJ2dk1BMTZoeHgtX1JSbUIyVWJmQQ?oc=5,2026-03-18,«Национальный чемпион». Зачем «Норникель» и UC Rusal хотят объединить активы&nbsp;&nbsp;RTVI,russian,N1,0.5,informational,neutral,False,,,173ae74c45e5
nn_ru_083,nornickel,Норникель не согласен с суммой иска,Interfax,https://example.com/article/83,2020-08-05,"Норникель выразил несогласие с методикой расчета ущерба, использованной Росприроднадзором.",russian,N5,0.5,informational,neutral,False,,,0b60f5423241
nn_ru_061,nornickel,Путин проводит совещание по Норильску,Kremlin.ru,https://example.com/article/61,2020-06-05,Президент Владимир Путин проводит совещание по ситуации с разливом топлива в Норильске.,russian,N3,0.5,informational,neutral,False,,,4bdeda407abe
nn_ru_162,nornickel,Путин объявил 2022 год Годом искусства и культурного наследия народов РФ,Национальный акцент,https://news.google.com/rss/articles/CBMif0FVX3lxTE02VjNUYXF3MUFUbU9IMmlsYlo4aGROX1BhQzlhZDVxRElwRHNCR3h6dERwU3ZHWmNlQXhXaUNSbDBYVjdDZzRaOWdGakRJdW5HbWRmSFk0ZXdBT18zY0Q5VDRieTVVUndfNEgtS0o2RDhCTk52UlRmdEQ0dXpucGc?oc=5,2026-03-18,Путин объявил 2022 год Годом искусства и культурного наследия народов РФ&nbsp;&nbsp;Национальный акцент,russian,N3,0.5,informational,neutral,False,,,eda336d4edd4
nn_ru_090,nornickel,Дело о разливе в Норильске закрыто,Kommersant,https://example.com/article/90,2021-06-01,Уголовное дело по факту разлива топлива в Норильске закрыто в связи с истечением сроков давности.,russian,N5,0.5,informational,neutral,False,,,bdc21cc60b79
nn_ru_137,nornickel,Экологическая катастрофа в Норильске: хронология событий,ЧС-ИНФО,https://news.google.com/rss/articles/CBMikgFBVV95cUxOUXpza1JEOU1UU1UtdHQ3M2J4c0RKczdwUUxNYXpONVNyRElEZk9SQTVhRjdyRkU2TkxxMjZtaWtWbGdjLUoyRzZ6VXRVc0Zzb0FpQmdVTmExc1Vad1JXWmdkQndKTmd4S2NCcGMwUVJIWWNHazN0Y3F6OVVGbmJ4Q3otNGVZSTFTUGpfQi0weHk1d9IBmgFBVV95cUxNNzhWeExScVpJVVZiTUFZM3hlM2xXbTYyZjhtb0RUNTd6YUZfdHNiME02dUl6V21mRWFQcmUtUXlBQVdBcU9IWFRhQXZVWmRTbmI3V3BMamxSUXlPcjlLRUc0RTRaUWtlWWRac0J5S1RkcGlFMDBXYWY2a2xrdzZGUTVXZkZBeFE1eVdtajJ3RzFXQkJDaUl6d0dB?oc=5,2026-03-18,Экологическая катастрофа в Норильске: хронология событий&nbsp;&nbsp;ЧС-ИНФО,russian,N1,0.5,informational,neutral,False,,,4bcddd9c708d
nn_ru_194,nornickel,"""Норникель"" намерен оспорить размер ущерба из-за разлива нефти в Красноярском крае",Сибирь.Реалии,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1FZDhoSkJuZUFoeDRUbmJLV1EyTXNDampCNUl6Mi1Bb2l0TVhhQlFhaElZWlppNENiejItT2hwZjlyVTlMMTZYLUJEcm5QN2FJ0gFTQVVfeXFMUDRYNjk3UTJSdm9qQzUzdVAtdG1VQXpUdlRMcVYzYUpnZ1VlckJwSWNlRklFaFoxNEM4MVM0d2JpWThHejdMQTg4TWxrYW5VUGdJZUk?oc=5,2026-03-18,"""Норникель"" намерен оспорить размер ущерба из-за разлива нефти в Красноярском крае&nbsp;&nbsp;Сибирь.Реалии",russian,N1,0.5,informational,neutral,False,,,2c47b8d0b7ad
nn_ru_139,nornickel,"Почему о катастрофе в Норильске стало известно так поздно? Чтобы выяснить это, мы изучили внутренние документы МЧС и восстановили события по минутам",Meduza,https://news.google.com/rss/articles/CBMilgJBVV95cUxOS3VHeHZPRWhwc25HMVVZdW85T29jZHB1ZVN1T1pPY3ppQ2E1UjFicjh1c1NkOGFpV2xIWHFvR1Myell6M01OU2MxSW5OeFFLMFp1SE5QX25sb0VsZ3FnQXg5eFlqV2lWOXd6dHIxVmFrM3AyenFlaTlJLWVLOXdtenpyclFkTXJmX3p5R1NYTzczNEN5cnpqSkZ3Rm93dVpQRDhjcE9haERxdFpSTGNUeGhzdG0ySm9hNDhBOFZHX1UxSFpNRWtwSGFRVUpsUGVZTkRZZ3dLbkk3bXZmVUwxcVlzMnVLcWxIMDRCMEFPLW81anBJMS1BT1NEaHdKUlBFbEtKQmlkV1c0MzJrU0l1YnRuRjBqUdIBmwJBVV95cUxNTmRPQm40UXVPWjI0NmdMemNwamxnQndxWVo4UU0wQTF4TDdEeGtBN2RsYjdWN3NaemF1NGFXOUhTbHJVWGN4UnFSTmI0SWFlaXJDSmFPR2tqOTE2MGpfQ0lmX0tpV05zYU5JZ0hRTzk3bkd1ZkRFb3dlMWFldDV5czVHWEd2RXVUYmM0anBlRWVJLW1MWnlLWVBRbWZ2NlJnWnoxVF9CdUNjTEJsM25Yc0xOczd3QnhwTUFfNGg3OVlhM2NDTERkS1h2TWxJYm5zQVhGcUVsRWpzNS1Ubi1ibE9uT204SllPeUpCTkVxM0VWYkVuNDdzODNXZ0xuOS16WGdRMjQxUzJmZVpvVGVYV21QZGU2S1JDdlYw?oc=5,2026-03-18,"Почему о катастрофе в Норильске стало известно так поздно? Чтобы выяснить это, мы изучили внутренние документы МЧС и восстановили события по минутам&nbsp;&nbsp;Meduza",russian,N1,0.5,informational,neutral,False,,,85179d23633d
nn_ru_180,nornickel,Красноярский суд взыскал с «дочки» «Норникеля» 146 млрд рублей за разлив нефти,Октагон.Медиа,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNOHVySDZVZnh3UTlEWmQyTnFrOVFwaExkOTBQeEc5OFE2ZjBmRzVacE1qV1Q3eEtmZTJhR2FmVktkSmNmVW5Od2c4U0VRZFc3eUhFcE01TmxaUnBpRHdWa2ZXTDkxbmJEb082LWs5TmFZZ044MnppbUZXUGRKN3dFLTVNUWUwQS11N3c0cnNwdV9MUy1XYlMzd09XU3R4SXMtQS1DejU3aTA?oc=5,2026-03-18,Красноярский суд взыскал с «дочки» «Норникеля» 146 млрд рублей за разлив нефти&nbsp;&nbsp;Октагон.Медиа,russian,N1,0.5,informational,neutral,False,,,0bc6cf361b60
nn_ru_086,nornickel,Переговоры о мировом соглашении начались,RBC,https://example.com/article/86,2020-10-15,Норникель и Росприроднадзор начали переговоры о заключении мирового соглашения по иску о возмещении ущерба.,russian,N5,0.5,informational,neutral,False,,,28ca8c73935f
nn_ru_141,nornickel,Россия: экологическая катастрофа в Норильске — разлилось 20 тысяч тонн топлива,Idel.Реалии,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNdTA1YzdrTGhJNWQ1OXFpallYeGxzMWsyWGs2dDVDeUQyLTJCWjFFOWVHLVh0T2ItQWtDdXZ3dWhoQmhoNWxiMjAyUUNWSUNIYUx3V1dCS0RTS1hFeE5mSU4yQzBSVkFKcmZxTUZvbEpRenA3OTh6YzJ5RVVDUGZDb0pxbE82WVFGMWhISDhGdU5Eak85WHJoSVJqN2Q2N0ViODVXbkNUYmZOMHROSWEwa3EyY1lUbnlVZ09YUnFkdjgwSUEteWx3UDN2aDBRN0lmclHSAdABQVVfeXFMT1lISVY5YWI2bnJRci1UQTNIRmFXb002Rk9FUXhnbVZLVEE2TmpyZkxFMl8yT0VUeWl3dlZ4VTJDMXZmQzV2M3NiWkc4NDJhajRQY1JXZmF2LTFydnBrMkNUSXJIRUZiS0hpRlZsMEh5VXFkT0NWekpVamJ0VjZvWndSdHhuZlpWYlFGRnptZ2ZFX0tNdE51THBRSU5NdFVGaW9sQUZyX294eUQ3eVNTeDZzLWJLYnExU0pkQmdQbEdycDV2MGgxQmJtTi14M1FMZA?oc=5,2026-03-18,Россия: экологическая катастрофа в Норильске — разлилось 20 тысяч тонн топлива&nbsp;&nbsp;Idel.Реалии,russian,N1,0.5,informational,neutral,False,,,fa72a03b65ed
nn_ru_115,nornickel,"Лондон не поможет: Дерипаска без денег, Вексельберг крайний, Потанин рад",УтроNews,https://news.google.com/rss/articles/CBMingFBVV95cUxQV2ZVTlFpZHJfdllPX09GaXZPMTFqRDZvRWZ1RFoyQW5aVHJuQ1U0RlZBR016bVVIUWhwdkFzNjFQMTg5cWtWcFZkeUlWNHY3bHI0VlExY2VOSnNRZ1NaSVdWV1B1b0FrWFhOa29ibnlNc2pLOHlyd1JGVmhZOGdrRzRCbm5rUl9YQTVibG9vQUdBUEJsS3d0ZU1BWG05Zw?oc=5,2026-03-18,"Лондон не поможет: Дерипаска без денег, Вексельберг крайний, Потанин рад&nbsp;&nbsp;УтроNews",russian,N4,0.5,informational,neutral,False,,,8e75c343058a
nn_ru_128,nornickel,"Абрамович искушения, или Почему Дерипаска и Потанин снова схлестнулись за «Норникель»",МосМонитор,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQbzNmNVpSMXlZQTVLQWRTUlhoQzYzS091UmhuaUpZUnJYNE8wMHFkcUdidDFfd19HdmZNV0NSMXJxYm5JTWgwa2E0VnVGaDRkczJnUUxBZ3ZBT3NHS2lkbzgwR2ItLUo3eXhzRUQtWlA2dm5hbmdxY1BEaW1YRkRNOGV1dno4bDI1Y2dSSjNyd2daY25zNGwyT1N4S1BicW1rNkV4MkNvU2hKa0twQWFrWGktNk5idnhDOVFVZVFmVmw0QQ?oc=5,2026-03-18,"Абрамович искушения, или Почему Дерипаска и Потанин снова схлестнулись за «Норникель»&nbsp;&nbsp;МосМонитор",russian,N4,0.5,informational,neutral,False,,,3119932ac02e
